日期,收支类型,金额,类别,二级分类,账户,账本,退款,优惠,备注,标签,报销账户,报销金额,报销明细,多币种,地址,创建用户,其他,附件1,附件2,附件3,附件4,附件5
2025-11-26 10:20,支出,-5.00 ,交通,🚇,北京一卡通,日常账本,,,,"波动safar, 25.11日本贰, 消费",,,,,北京市丰台区新村街道丰帆西路,,,,,,,
2025-11-26 10:10,收入,7.57 ,其他,平账,♑️银联,日常账本,,,♑️银联 账户余额补齐,波动收入,,,,,,,,,,,,
2025-11-26 08:23,支出,-0.01 ,购物,日用品,♑️银联,日常账本,,,,"抽纸, 周期生活",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-25 23:59,支出,-11.48 ,饮食,,校园卡,日常账本,,,校园卡 账户余额补齐,周期生活,,,,,,,,,,,,
2025-11-25 18:43,支出,-30.50 ,饮食,,♑️银联,日常账本,8,,不好吃。再也不买原麦山丘了。,"原麦山丘, 周期生活, 25.11日本贰",,,,,北京市海淀区清华园街道至善路,,,查看附件,,,,
2025-11-25 14:46,支出,-6.70 ,饮食,饮料零食,♑️银联,日常账本,,,,"五道口枣糕, 消费",,,,,北京市海淀区东升(地区)镇荷清路,,,,,,,
2025-11-25 14:02,支出,-0.50 ,交通,🚍,北京一卡通,日常账本,,,,"波动生活, 智齿",,,,,北京市海淀区中关村街道成府路82号,,,,,,,
2025-11-25 13:15,支出,0.00 ,医疗,医院,♑️银联,日常账本,11,,,"智齿, 波动生活, 拆线",,,,,北京市海淀区花园路街道学院路49号,,,,,,,
2025-11-25 13:04,支出,-10.00 ,医疗,医院,♑️银联,日常账本,40,,,"智齿, 波动生活",,,,,北京市海淀区花园路街道学院路49号,,,,,,,
2025-11-25 12:45,支出,-10.70 ,交通,🚗,建设银行,日常账本,,,,"波动生活, 智齿",,,,,北京市海淀区花园路街道花园北路37-1,,,,,,,
2025-11-25 12:33,支出,-0.50 ,交通,🚍,北京一卡通,日常账本,,,,"波动生活, 智齿",,,,,北京市海淀区中关村街道中关村南二条327楼东3号,,,,,,,
2025-11-25 10:52,支出,-35.64 ,饮食,,校园卡,日常账本,,,校园卡 账户余额补齐,周期生活,,,,,,,,,,,,
2025-11-25 08:55,支出,-3.88 ,购物,,交通银行,日常账本,,,,"洗衣袋, 消费",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-24 21:22,支出,-3.00 ,生活,水费,♑️银联,日常账本,,,,"洗衣服, 周期生活",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-24 15:34,收入,1.65 ,其他,红包,微信钱包,日常账本,,,,波动收入,,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-24 09:24,支出,-157.00 ,娱乐,美甲,♑️银联,日常账本,,,,"美甲, 消费, 美业",,,,,北京市海淀区清华园街道紫荆路,,,查看附件,,,,
2025-11-24 00:29,支出,-0.40 ,购物,,交通银行,日常账本,,,,消费,,,,,清华大学,,,,,,,
2025-11-23 23:59,收入,"2,000.00 ",其他,报销,建设银行,日常账本,,,,"妈妈, aritzia, 波动收入",,,,,江苏省常州市武进区湖塘镇府北路,,,,,,,
2025-11-23 23:59,支出,-0.50 ,交通,🚍,北京一卡通,日常账本,,,刷手机,"周期safar, 25.11 琳达琳达琳达, 消费",,,,,北京市海淀区清华园街道学堂路,,,,,,,
2025-11-23 20:32,支出,-106.98 ,饮食,,♑️银联,日常账本,,,,"安妮意大利餐厅, 周期生活, 25.11 琳达琳达琳达, 吃好喝好",,,,,北京市海淀区中关村街道成府路35,,,,,,,
2025-11-23 18:28,收入,5.00 ,收入,其他,♑️银联,日常账本,,,♑️银联 转账优惠,波动收入,,,,,,,,,,,,
2025-11-23 16:18,支出,-0.50 ,交通,🚍,北京一卡通,日常账本,,,刷手机,"周期safar, 25.11 琳达琳达琳达, 消费",,,,,北京市海淀区北太平庄街道新街口外大街8-3号,,,,,,,
2025-11-23 13:21,支出,"-1,740.00 ",购物,穿戴,♑️银联,日常账本,,,,"羽绒服, aritzia, 波动生活, 红",,,,,北京市海淀区清华园街道紫荆路,,,查看附件,,,,
2025-11-23 00:12,支出,-0.70 ,购物,,♑️银联,日常账本,,,,"皮筋, 消费",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-22 18:17,支出,-38.58 ,饮食,,校园卡,日常账本,,,校园卡 账户余额补齐,周期生活,,,,,,,,,,,,
2025-11-22 11:28,支出,-3.50 ,饮食,饮料零食,校园卡,日常账本,,,,"消费, 红豆芋圆",,,,,北京市海淀区清华园街道荷清路,,,,,,,
2025-11-22 11:28,支出,-4.50 ,饮食,,校园卡,日常账本,,,校园卡 账户余额补齐,周期生活,,,,,北京市海淀区清华园街道荷清路,,,,,,,
2025-11-22 00:27,支出,-12.84 ,医疗,保健,♑️银联,日常账本,,,,"益生菌, 周期生活",,,,,清华大学,,,查看附件,,,,
2025-11-21 23:59,支出,-5.00 ,购物,,建设银行,日常账本,,,,"话筒, 消费",,,,,北京市海淀区清华园街道学堂路,,,,,,,
2025-11-21 23:18,支出,0.00 ,医疗,保健,♑️银联,日常账本,77.45,,,"周期生活, swisse",,,,,北京市海淀区清华园街道紫荆路,,,查看附件,,,,
2025-11-21 23:11,支出,0.00 ,医疗,保健,♑️银联,日常账本,81.7,,,"swisse, 周期生活",,,,,北京市海淀区清华园街道紫荆路,,,查看附件,查看附件,,,
2025-11-21 16:53,支出,-8.00 ,饮食,,校园卡,日常账本,,,校园卡 账户余额补齐,周期生活,,,,,北京市海淀区清华园街道至善路,,,,,,,
2025-11-21 13:11,支出,-19.00 ,饮食,饮料零食,♑️银联,日常账本,,,,"鲜芋仙, 消费",,,,,北京市海淀区清华园街道荷清路,,,,,,,
2025-11-21 00:27,支出,-27.50 ,其他,平账,建设银行,日常账本,,,建设银行 账户余额补齐,波动生活,,,,,,,,,,,,
2025-11-21 00:26,支出,-1.50 ,饮食,,校园卡,日常账本,,,校园卡 账户余额补齐,周期生活,,,,,,,,,,,,
2025-11-21 00:25,收入,50.00 ,收入,副业,中国银行1721,日常账本,,,,"被试, 波动收入",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-21 00:22,收入,0.69 ,收入,其他,建设银行,日常账本,,,,波动收入,,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-20 19:30,支出,-0.50 ,交通,🚍,北京一卡通,日常账本,,,,"消费, 25.11四得公园",,,,,北京市海淀区学院路街道清华东路,,,,,,,
2025-11-20 18:55,支出,-1.00 ,交通,🚍,常州一卡通,日常账本,,,,"消费, 25.11四得公园",,,,,北京市朝阳区亚运村街道安立路109号,,,,,,,
2025-11-20 18:05,支出,-47.00 ,饮食,,♑️银联,日常账本,,,,"铃木食堂, 周期生活, 25.11四得公园",,,,,北京市朝阳区酒仙桥街道将台路69号,,,,,,,
2025-11-20 15:25,支出,-11.50 ,生活,电费,♑️银联,日常账本,,,,"共享充电宝, 波动生活, 25.11四得公园",,,,,北京市朝阳区将台(地区)乡将台西路9号,,,,,,,
2025-11-20 12:59,支出,-5.00 ,交通,🚇,常州一卡通,日常账本,,,,"消费, 25.11四得公园",,,,,北京市朝阳区将台(地区)乡将台西路9-7号,,,,,,,
2025-11-20 11:46,支出,-17.95 ,饮食,,校园卡,日常账本,,,校园卡 账户余额补齐,"周期生活, 酸菜鱼",,,,,北京市海淀区清华园街道荷清路,,,,,,,
2025-11-20 10:56,支出,-8.80 ,其他,,建设银行,日常账本,,,建设银行 转账手续费,"波动生活, 开卡费",,,,,,,,,,,,
2025-11-20 00:10,支出,-0.30 ,医疗,保健,♑️银联,日常账本,,,,"维生素c, 周期生活",,,,,清华大学,,,,,,,
2025-11-19 18:07,支出,-5.00 ,交通,🚇,建设银行,日常账本,,,,"周期生活, 五右卫门",,,,,,,,,,,,
2025-11-19 18:04,支出,-5.00 ,交通,🚇,建设银行,日常账本,,,,"周期生活, 五右卫门",,,,,北京市东城区和平里街道和平里中街13号,,,,,,,
2025-11-19 18:03,支出,-56.97 ,饮食,,建设银行,日常账本,,,,"五右卫门, 周期生活, 吃好喝好",,,,,北京市东城区和平里街道和平里中街13号,,,,,,,
2025-11-19 16:31,支出,-0.50 ,交通,🚍,北京一卡通,日常账本,,,刷手机,"周期safar, 消费",,,,,北京市海淀区学院路街道清华东路甲1号一层,,,,,,,
2025-11-19 12:22,支出,-3.00 ,生活,水费,♑️银联,日常账本,,,,"洗衣服, 周期生活",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-19 11:43,支出,-9.00 ,饮食,,校园卡,日常账本,,,校园卡 账户余额补齐,"周期生活, 肠粉",,,,,北京市海淀区清华园街道学堂路,,,,,,,
2025-11-19 11:01,支出,-0.10 ,购物,,中国银行1721,日常账本,,,,"四合扣, 波动生活",,,,,清华大学,,,,,,,
2025-11-18 16:28,支出,-17.50 ,饮食,,♑️银联,日常账本,,,,"鲜芋仙, 周期生活, 智齿",,,,,北京市海淀区清华园街道紫荆路,,,查看附件,,,,
2025-11-18 16:21,支出,-12.26 ,交通,🚗,建设银行,日常账本,,,,"波动生活, 智齿",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-18 15:33,支出,-2.84 ,医疗,医院,♑️银联,日常账本,1444.39,,,"波动生活, 智齿",,,,,北京市海淀区花园路街道花园北路49号-5楼-5门-302,,,查看附件,,,,
2025-11-18 12:22,支出,-150.00 ,其他,维修,♑️银联,日常账本,,,,"联想小新air15, 波动生活",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-18 10:06,支出,-68.09 ,饮食,,校园卡,日常账本,,,校园卡 账户余额补齐,"周期生活, 吃好喝好",,,,,,,,,,,,
2025-11-18 08:43,支出,-79.00 ,饮食,,♑️银联,日常账本,,,,"正谈炸鸡, 周期生活, 吃好喝好",,,,,北京市海淀区清华园街道紫荆路,,,查看附件,,,,
2025-11-18 08:37,支出,-0.01 ,购物,,♑️银联,日常账本,,,,"化妆包, 消费",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-17 20:51,支出,-6.00 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,,,,,,,,
2025-11-17 19:49,支出,0.00 ,购物,,♑️银联,日常账本,47.9,,,"无线网卡, 波动生活",,,,,北京市海淀区清华园街道紫荆路,,,查看附件,,,,
2025-11-17 18:19,支出,-3.50 ,饮食,饮料零食,校园卡,日常账本,,,,"消费, 红豆芋圆",,,,,北京市海淀区清华园街道荷清路,,,,,,,
2025-11-17 18:04,支出,-79.90 ,购物,穿戴,♑️银联,日常账本,,,,"勃肯鞋, 消费",,,,,北京市海淀区东升(地区)镇荷清路,,,查看附件,,,,
2025-11-17 12:32,支出,-6.35 ,饮食,饮料零食,♑️银联,日常账本,,,,"消费, 薯片",,,,,北京市海淀区清华园街道清华大学澜园商业区步行街,,,,,,,
2025-11-17 12:32,支出,-9.08 ,饮食,水果,♑️银联,日常账本,,,,"周期生活, 香蕉",,,,,北京市海淀区清华园街道清华大学澜园商业区步行街,,,,,,,
2025-11-17 12:32,支出,-6.87 ,饮食,,♑️银联,日常账本,,,,"周期生活, 玉米",,,,,北京市海淀区清华园街道清华大学澜园商业区步行街,,,,,,,
2025-11-17 11:11,支出,-23.80 ,饮食,,工商银行,日常账本,,,,周期生活,,,,,清华大学,,,,,,,
2025-11-17 08:14,支出,-0.01 ,购物,,交通银行,日常账本,,,,"化妆包, 消费",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-16 16:05,支出,-19.50 ,交通,🚅,♑️银联,日常账本,,,,"波动safar, 天津-北京, 25.11日本贰, 消费",,,,,北京市海淀区东升(地区)镇荷清路,,,,,,,
2025-11-16 15:27,支出,-2.76 ,饮食,水果,♑️银联,日常账本,11.04,,,"冬枣, 周期生活",,,,,北京市海淀区东升(地区)镇明德路,,,查看附件,,,,
2025-11-16 12:29,支出,0.00 ,购物,,♑️银联,日常账本,22,,,"耳机套, 波动生活",,,,,,,,,,,,
2025-11-16 12:16,支出,-8.70 ,宠物,玩具,工商银行,日常账本,,,,消费,,,,,北京市海淀区清华园街道紫荆路,,,查看附件,,,,
2025-11-16 12:10,支出,-4.77 ,其他,运费,♑️银联,日常账本,,,,"钱怡嘉, 波动生活",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-16 10:23,支出,-89.90 ,购物,护肤,♑️银联,日常账本,,,,"雅漾专研修护霜（滋润版）, 周期生活, 屏障受损, 护肤, 面霜",,,,,北京市海淀区清华园街道紫荆路,,,查看附件,,,,
2025-11-16 09:17,支出,-0.90 ,购物,,建设银行,日常账本,,,,"枕头衣架, 波动生活",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-15 12:16,支出,-15.00 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,北京市海淀区清华园街道荷清路,,,,,,,
2025-11-15 10:19,支出,-3.37 ,购物,,♑️银联,日常账本,,,,"周期生活, 键盘膜",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-14 21:58,支出,-0.50 ,交通,🚍,北京一卡通,日常账本,,,刷手机,"周期safar, 天堂电影院, 消费",,,,,北京市海淀区学院路街道成府路28号-5楼,,,,,,,
2025-11-14 17:51,支出,-26.00 ,饮食,,♑️银联,日常账本,,,,"豆花米线, 周期生活, 天堂电影院",,,,,北京市西城区德胜街道新街口外大街34号院,,,,,,,
2025-11-14 17:48,支出,-5.00 ,交通,🚇,♑️银联,日常账本,,,,"周期safar, 25.11理想国, 消费",,,,,北京市海淀区北太平庄街道冰窖口胡同79号,,,,,,,
2025-11-14 17:23,收入,0.17 ,收入,副业,余额宝,日常账本,,,,周期收入,,,,,北京市朝阳区建外街道弘通巷1号,,不计入收支,,,,,
2025-11-14 12:41,支出,-41.97 ,饮食,,♑️银联,日常账本,,,,"周期生活, naive理想国, 25.11理想国",,,,,北京市朝阳区建外街道通惠河北路辅路,,,,,,,
2025-11-14 12:21,支出,-55.00 ,其他,维修,♑️银联,日常账本,,,,"波动生活, 联想小新air15",,,,,北京市朝阳区建外街道通惠河北路辅路,,,,,,,
2025-11-14 11:48,支出,-41.80 ,饮食,饮料零食,♑️银联,日常账本,,,,"消费, naive理想国, 香蕉dirty, 25.11理想国",,,,,北京市朝阳区建外街道通惠河北路辅路,,,,,,,
2025-11-14 11:30,支出,-5.00 ,交通,🚇,北京一卡通,日常账本,,,,"消费, naive理想国, 25.11理想国",,,,,北京市朝阳区建外街道郎家园东路,,,,,,,
2025-11-14 10:03,支出,-0.60 ,购物,日用品,交通银行,日常账本,,,,"皮筋, 周期生活",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-13 17:03,支出,-12.00 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,,,,,,,,
2025-11-13 14:18,支出,0.00 ,购物,电子产品,♑️银联,日常账本,3476.09,,,"iphone15, 妈妈",,,,,北京市海淀区东升(地区)镇荷清路,,,,,,,
2025-11-13 11:20,支出,-16.50 ,饮食,饮料零食,♑️银联,日常账本,,,,"一点点, 消费",,,,,北京市海淀区清华园街道荷清路,,,查看附件,,,,
2025-11-13 11:16,支出,-3.50 ,饮食,饮料零食,校园卡,日常账本,,,,"消费, 红豆芋圆",,,,,北京市海淀区清华园街道荷清路,,,,,,,
2025-11-13 11:16,支出,-12.00 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,北京市海淀区清华园街道荷清路,,,,,,,
2025-11-13 00:20,支出,-0.01 ,购物,日用品,♑️银联,日常账本,,,,"抽纸, 周期生活",,,,,清华大学,,,,,,,
2025-11-12 23:59,支出,-5.00 ,交通,🚇,北京一卡通,日常账本,,,,"波动safar, 消费, 25.11剧院魅影",,,,,清华大学,,,,,,,
2025-11-12 22:56,支出,-3.50 ,饮食,饮料零食,校园卡,日常账本,,,,"消费, 红豆芋圆",,,,,北京市海淀区学院路街道清华东路4号,,,,,,,
2025-11-12 22:56,支出,-19.05 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,北京市海淀区学院路街道清华东路4号,,,,,,,
2025-11-12 22:56,支出,-6.45 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,,,,,,,,
2025-11-12 18:46,支出,-5.00 ,交通,🚇,北京一卡通,日常账本,,,,"波动safar, 消费, 25.11剧院魅影",,,,,北京市东城区天坛街道天桥南大街146号,,,,,,,
2025-11-12 15:35,支出,0.00 ,饮食,,工商银行,日常账本,21.84,,,"周期生活, 25.11剧院魅影",,,,,北京市海淀区清华园街道至善路,,,,,,,
2025-11-12 09:18,支出,-19.50 ,交通,🚅,♑️银联,日常账本,,,,"波动safar, 北京-天津, 25.11日本贰, 消费",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-12 09:00,支出,-0.01 ,购物,日用品,♑️银联,日常账本,,,,"抽纸, 周期生活",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-11 23:20,支出,-23.90 ,购物,,♑️银联,日常账本,,,,"健身包, 波动safar, 消费",,,,,清华大学,,,查看附件,,,,
2025-11-11 20:57,支出,-3.63 ,购物,美妆,♑️银联,日常账本,,,,"刀锋刷, 消费, 美业, 红",,,,,北京市海淀区东升(地区)镇荷清路,,,查看附件,,,,
2025-11-11 18:21,收入,0.10 ,收入,其他,交通银行,日常账本,,,交通银行 转账优惠,波动收入,,,,,,,,,,,,
2025-11-11 18:21,收入,0.10 ,收入,其他,交通银行,日常账本,,,交通银行 转账优惠,波动收入,,,,,,,,,,,,
2025-11-11 18:20,收入,0.10 ,收入,其他,交通银行,日常账本,,,交通银行 转账优惠,波动收入,,,,,,,,,,,,
2025-11-11 18:19,收入,0.10 ,收入,其他,交通银行,日常账本,,,交通银行 转账优惠,波动收入,,,,,,,,,,,,
2025-11-11 18:19,收入,1.00 ,收入,其他,建设银行,日常账本,,,建设银行 转账优惠,波动收入,,,,,,,,,,,,
2025-11-11 18:17,收入,0.62 ,其他,红包,建设银行,日常账本,,,,波动收入,,,,,北京市海淀区清华园街道荷清路,,,,,,,
2025-11-11 18:17,收入,0.11 ,收入,其他,交通银行,日常账本,,,交通银行 转账优惠,波动收入,,,,,,,,,,,,
2025-11-11 18:16,收入,1.00 ,收入,其他,建设银行,日常账本,,,建设银行 转账优惠,波动收入,,,,,,,,,,,,
2025-11-11 18:16,收入,0.63 ,收入,其他,交通银行,日常账本,,,交通银行 转账优惠,波动收入,,,,,,,,,,,,
2025-11-11 18:15,收入,0.67 ,收入,其他,交通银行,日常账本,,,交通银行 转账优惠,波动收入,,,,,,,,,,,,
2025-11-11 18:13,支出,-5.81 ,课学,运动健身,交通银行,日常账本,,,,"游泳, 周期safar, 消费, 运动",,,,,北京市海淀区清华园街道荷清路,,,,,,,
2025-11-11 18:07,支出,-6.45 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,北京市海淀区清华园街道荷清路,,,,,,,
2025-11-11 18:07,支出,-3.50 ,饮食,饮料零食,校园卡,日常账本,,,,"消费, 红豆芋圆",,,,,,,,,,,,
2025-11-11 15:07,支出,-10.00 ,医疗,,♑️银联,日常账本,40,,,"智齿, 波动生活",,,,,北京市海淀区清华园街道日新路,,,,,,,
2025-11-11 12:35,收入,185.69 ,其他,平账,♑️银联,日常账本,,,♑️银联 账户余额补齐,波动收入,,,,,,,,,,,,
2025-11-11 12:32,支出,-249.00 ,购物,穿戴,♑️银联,日常账本,,,12.5送达,"lululemon, 空顶帽, 消费",,,,,北京市海淀区清华园街道紫荆路,,,查看附件,,,,
2025-11-11 11:38,支出,-3.50 ,饮食,饮料零食,校园卡,日常账本,,,,"消费, 红豆芋圆",,,,,北京市海淀区清华园街道荷清路,,,,,,,
2025-11-11 11:38,支出,-0.45 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,北京市海淀区清华园街道荷清路,,,,,,,
2025-11-11 11:36,支出,-18.00 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,北京市海淀区清华园街道荷清路,,,,,,,
2025-11-11 10:16,支出,-0.03 ,生活,水费,校园卡,日常账本,,,校园卡 账户余额补齐,周期生活,,,,,清华大学,,,,,,,
2025-11-11 10:02,支出,-1.50 ,交通,🚴🏻‍♀️,交通银行,日常账本,,,,周期生活,,,,,北京市海淀区清华园街道新民路,,,,,,,
2025-11-11 08:57,支出,-0.30 ,医疗,,花呗,日常账本,,,,"冲牙器, 波动生活",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-10 19:33,支出,0.00 ,购物,电子产品,余额宝,日常账本,533,,,"ipadmini5, 消费",,,,,北京市海淀区东升(地区)镇荷清路,,,,,,,
2025-11-10 17:34,支出,-10.00 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,,,,,,,,
2025-11-10 17:30,支出,-3.50 ,饮食,饮料零食,校园卡,日常账本,,,,"消费, 红豆芋圆",,,,,北京市海淀区清华园街道荷清路,,,,,,,
2025-11-10 14:50,支出,-20.00 ,医疗,医院,♑️银联,日常账本,,,,"智齿, 波动生活",,,,,北京市海淀区清华园街道近春路,,,,,,,
2025-11-10 12:34,支出,-12.00 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,,,,,,,,
2025-11-10 09:22,收入,37.93 ,其他,平账,建设银行,日常账本,,,建设银行 账户余额补齐,波动收入,,,,,,,,,,,,
2025-11-10 09:10,支出,0.00 ,购物,,交通银行,日常账本,3.49,,,"拉链, 周期safar, 消费",,,,,北京市海淀区东升(地区)镇荷清路,,,,,,,
2025-11-09 23:39,支出,-7.00 ,课学,运动健身,校园卡,日常账本,,,,"游泳, 周期safar, 消费, 运动",,,,,清华大学,,,,,,,
2025-11-09 19:04,支出,-112.25 ,饮食,,建设银行,日常账本,,,,"幻师, 周期生活, 吃好喝好",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-09 13:26,收入,278.32 ,收入,副业,余额,日常账本,,,,"清华x耐克, 波动收入",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-09 12:56,支出,-1.34 ,生活,水费,校园卡,日常账本,,,校园卡 账户余额补齐,周期生活,,,,,,,,,,,,
2025-11-09 12:55,支出,-11.10 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,北京市海淀区清华园街道学堂路,,,,,,,
2025-11-09 08:36,支出,-1.97 ,购物,,花呗,日常账本,,,,"周期safar, 缝纫, 消费",,,,,北京市海淀区清华园街道紫荆路,,,查看附件,,,,
2025-11-09 08:13,支出,0.00 ,购物,,♑️银联,日常账本,10.8,,,"手机壳, 周期生活",,,,,清华大学,,,,,,,
2025-11-08 17:59,支出,-10.84 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,,,,,,,,
2025-11-08 17:40,支出,-5.00 ,交通,🚇,北京一卡通,日常账本,,,,消费,,,,,北京市海淀区学院路街道双清路甲1号,,,,,,,
2025-11-08 14:57,支出,-5.00 ,交通,🚇,北京一卡通,日常账本,,,,消费,,,,,北京市朝阳区八里庄街道建国路87号,,,,,,,
2025-11-08 14:32,支出,-22.20 ,饮食,饮料零食,交通银行,日常账本,,,,"消费, 阿嬷手作",,,,,北京市朝阳区望京街道广顺北大街辅路,,,查看附件,,,,
2025-11-08 12:48,支出,-16.00 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,,,,,,,,
2025-11-08 12:32,支出,-40.30 ,购物,护肤,♑️银联,日常账本,,,,"薇诺娜清透防晒乳, pa+++, 50g, 周期生活, 屏障受损, 护肤",,,,,北京市海淀区清华园街道紫荆路,,,查看附件,,,,
2025-11-08 00:14,支出,-0.01 ,购物,日用品,花呗,日常账本,,,,"抽纸, 周期生活",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-07 18:56,支出,-4.50 ,其他,运费,,日常账本,,,退款差额,波动生活,,,,,,,,,,,,
2025-11-07 13:05,支出,-0.45 ,购物,,交通银行,日常账本,,,,消费,,,,,北京市海淀区清华园街道荷清路,,,查看附件,,,,
2025-11-07 12:39,支出,-22.40 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,北京市海淀区清华园街道荷清路,,,,,,,
2025-11-07 09:57,支出,-19.30 ,购物,护肤,♑️银联,日常账本,,,涂完脸上会有一点紧紧的提拉感,"薇诺娜柔润保湿霜, 80g, 周期生活, 屏障受损, 护肤, 面霜",,,,,北京市海淀区清华园街道紫荆路,,,查看附件,,,,
2025-11-07 09:51,支出,-42.03 ,购物,护肤,花呗,日常账本,,,,"油橄榄精华, 15ml, 周期生活, 屏障受损, 护肤",,,,,北京市海淀区清华园街道紫荆路,,,查看附件,查看附件,,,
2025-11-06 23:59,支出,-11.20 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,北京市海淀区清华园街道学堂路,,,,,,,
2025-11-06 23:43,支出,-10.20 ,购物,日用品,花呗,日常账本,,,,"牙膏, 周期生活",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-06 23:39,收入,0.00 ,收入,其他,,日常账本,18,,退款差额,波动收入,,,,,,,,,,,,
2025-11-06 18:10,支出,-21.80 ,饮食,,交通银行,日常账本,,,,"原麦山丘, 周期生活",,,,,清华大学,,,,,,,
2025-11-06 12:39,支出,0.00 ,购物,,♑️银联,日常账本,35.6,,,打孔器,,,,,北京市海淀区清华园街道紫荆路,,不计入收支,,,,,
2025-11-06 11:39,支出,-2.49 ,生活,水费,校园卡,日常账本,,,校园卡 账户余额补齐,周期生活,,,,,,,,,,,,
2025-11-06 11:36,收入,41.93 ,其他,红包,微信钱包,日常账本,,,,"爸爸, 波动收入",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-06 10:20,支出,-0.40 ,购物,,建设银行,日常账本,,,,"定位夹, 缝纫, 波动safar, 消费",,,,,北京市海淀区清华园街道紫荆路,,,查看附件,,,,
2025-11-05 23:59,支出,-12.00 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-05 23:59,支出,-27.90 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-05 21:40,支出,-32.07 ,饮食,水果,♑️银联,日常账本,,,,"阳光玫瑰, 苹果, 周期生活",,,,,北京市海淀区清华园街道日新路,,,,,,,
2025-11-05 21:39,支出,-4.95 ,饮食,饮料零食,交通银行,日常账本,,,,"板栗, 消费",,,,,北京市海淀区清华园街道日新路,,,,,,,
2025-11-05 20:32,收入,600.00 ,其他,红包,建设银行,日常账本,,,,"妈妈, 波动收入",,,,,清华大学,,,,,,,
2025-11-05 15:58,支出,-266.00 ,课学,运动健身,建设银行,日常账本,134,,,"打羽毛球, 周期safar, 羽毛球队队费, 消费, 运动",,,,,北京市海淀区清华园街道日新路,,,,,,,
2025-11-05 11:01,支出,-19.71 ,购物,日用品,♑️银联,日常账本,,,【0.197/10ml】,"洗发水, 力士, 水润丝滑, 周期生活",,,,,北京市海淀区清华园街道紫荆路,,,查看附件,,,,
2025-11-05 10:52,收入,0.25 ,收入,副业,余额宝,日常账本,,,,周期收入,,,,,,,不计入收支,,,,,
2025-11-05 10:34,收入,"1,500.00 ",收入,主业,中国银行1721,日常账本,,,,"周期收入, 王习术",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
2025-11-05 10:34,收入,106.00 ,收入,其他,,日常账本,,,退款差额,波动收入,,,,,,,,,,,,
2025-11-05 09:57,支出,-4.79 ,购物,,中国银行1721,日常账本,,,,"缝纫线, 周期safar, 消费",,,,,北京市海淀区清华园街道紫荆路,,,查看附件,,,,
2025-11-05 09:51,支出,-30.99 ,购物,日用品,♑️银联,日常账本,,,,"蒸汽眼罩, 周期生活",,,,,北京市海淀区清华园街道紫荆路,,,查看附件,,,,
2025-11-05 09:35,支出,-19.00 ,生活,会员,♑️银联,日常账本,,,,"onenote助手, 周期生活, 红",,,,,北京市海淀区清华园街道紫荆路,,,,,,,
